Unnamed: 0,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags,date
1565,SSI_dk,Official Account for Statens Serum Institut. Research & news about health topics #sundhed #health & more. No councelling. We can't guarantee answer to tweets.,Denmark,298,15206,2281,3,"@SupAyaLaya Kære SupAyaLaya,
Siden vi begyndte på pcr-tests under corona, har vi kørt 45 cyklus pr test.
Positiv ved 10-38 cykler kan betragtes som positiv. De sidste 7 cykler er ekstra datapunkter til at lave en bedre bedømmelse af datakvalitet. Læs evt. mere her: https://t.co/mYpe7h5ypB",[],2021-08-09 11:34:56
1566,Iwankow1,"Freelancejournalist - tweeter mest om sundhed, køn, kultur og medier. Og helt for egen regning. RT≠enig",,1157,548,5005,3,"En moralsk svigt😏
Rige lande vaccinerer millioner af 12-15-årige.
Mens millioner af over 60'erne og sundhedspersonale venter på 1. dosis i de mindre bemidlede og knapt så organiserede lande. #COVID19",[],2021-08-09 11:34:54
1567,SSI_dk,Official Account for Statens Serum Institut. Research & news about health topics #sundhed #health & more. No councelling. We can't guarantee answer to tweets.,Denmark,298,15206,2281,7,"@HenrikThomsen18 @KT_Baek Kære Henrik og Kristoffer,
Siden vi begyndte på pcr-tests under corona, har vi kørt 45 cyklus pr test.
Positiv ved 10-38 cykler kan betragtes som positiv. De sidste 7 cykler er ekstra datapunkter til at lave en bedre bedømmelse af datakvalitet. Læs mere: https://t.co/mYpe7h5ypB",[],2021-08-09 11:33:40
1568,carsten1960,"Personlig profil | Officer, diplomat og liberal systemkritiker - tweeter om emner der fanger min interesse. Vi behøver ikke være enige! ⚠️ Ironi kan forekomme","Fredericia, Danmark",806,662,3386,0,"Corona restriktionerne har udviklet sig til et absurd cirkus. Regler skal give mening ellers mister myndighederne enhver troværdighed og autoritet. 

Dette har @regeringDK desværre endnu ikke forstået en klap af! #dkpol #COVID19 #covid19dk https://t.co/pbfzna5eIb","['dkpol', 'COVID19', 'covid19dk']",2021-08-09 11:30:53
1569,SkoleForaeldre,Landsorganisation for skolebestyrelser og forældre til børn i folkeskolen. Flest tweets om #skolebestyrelse og #skolepol,Danmark,383,2732,1543,13,"Der har været stor tilslutning til vaccination både fra børn, unge og den øvrige befolkning, og derfor lemper Sundhedsstyrelsen nu på retningslinjer for håndtering af smitteudbrud på daginstitutioner, skoler og andre uddannelsesinstitutioner https://t.co/lExCLBVXZF #COVID19dk https://t.co/TontX2YeZX",[],2021-08-09 11:30:03
1570,TheRealBozz4,Pirate Coin Freedom & Dreams,Seven Seas,93,104,1946,1,"@lsmatjeka Husker tydeligt din artikel 19/2 2015- hvordan er det så gået siden, ikke mindst i medierne selv.. Uha uha..
Global Warming og  Covid19 medie-pandemierne.. Vi nærmer os total kollaps.",[],2021-08-09 11:28:46
1571,TheRealBozz4,Pirate Coin Freedom & Dreams,Seven Seas,93,104,1946,1,"@lsmatjeka Husker tydeligt din artikel 19/2 2015- hvordan er det så gået siden, ikke mindst i medierne selv.. Uha uha..
Global Warming og  Covid19 medie-pandemierne.. Vi nærmer os total kollaps.",[],2021-08-09 11:27:31
1572,HolmliaPatrol,"Passer på Holmlia.
Overalt. 
Alltid.","Oslo, Norge",962,562,18049,7,"Fine resultater fra Norge. Over to uger er 92,9% af dem der fik påvist COVID-19 ikke fuldt vaccineret. At 7,1% vaccinerede har fået COVID-19 er forventelig med en effekt af vaccinen omkring 95%. Deltavarianten er den hyppigste variant der ses 
https://t.co/fDYAWaDS3u #covid19dk",[],2021-08-09 11:16:34
1573,McNus,Laver statistik over kommuner og regioners regnskaber og budgetter i @dstdk.,,138,33,29,0,Ny opgørelse fra @DSTdk af handel med UK i en tid med #Brexit  og Covid19dk https://t.co/2JGwFvcmet,['Brexit'],2021-08-09 11:15:58
1574,ZeroCovAlliance,"An alliance of groups from around the world that work together towards a world with #ZeroCovid 🌐
Initiative by Protect EveryBody Fdn",Worldwide,663,4098,3590,2,Foreningens formål #SikreSkoler #BeskytBørneneModCovid19 #COVID19 #dkpol https://t.co/VEr4Hon6Xg,"['SikreSkoler', 'BeskytBørneneModCovid19', 'COVID19', 'dkpol']",2021-08-09 11:15:38
1575,SikreSkoler,"Foreningen arbejder for et bedre indreklima og øget sikkerhed i de danske skoler og institutioner for både elever, lærere og pædagoger  især nu under pandemien.","Copenhagen, Denmark",76,68,107,2,Foreningens formål #SikreSkoler #BeskytBørneneModCovid19 #COVID19 #dkpol https://t.co/VEr4Hon6Xg,"['SikreSkoler', 'BeskytBørneneModCovid19', 'COVID19', 'dkpol']",2021-08-09 11:03:18
1576,ClaesTheilgaard,Ansvarshavende chefredaktør på @indblik. +45 71 11 94 14 eller claes@indblik.dk.,"København, Hovedstaden",412,1404,1176,4,"Klar tale fra @AlexVanopslagh. Har han ret? #dkpol #covid19dk 

https://t.co/GwYv4QDDwY","['dkpol', 'covid19dk']",2021-08-09 10:57:48
1577,indblik,"På https://t.co/GY8KEFbA8i stiller vi de spørgsmål, som andre glemmer at stille.",Copenhagen,1,817,310,4,"Klar tale fra @AlexVanopslagh. Har han ret? #dkpol #covid19dk 

https://t.co/GwYv4QDDwY","['dkpol', 'covid19dk']",2021-08-09 10:57:17
1578,JonLaake,Jon Henrik Laake. Anestesilege på Rikshospitalet (Anaesthesiologist). Bibliography: https://t.co/whAFySoSfh,"Oslo, Norway",1589,4260,47303,7,"Fine resultater fra Norge. Over to uger er 92,9% af dem der fik påvist COVID-19 ikke fuldt vaccineret. At 7,1% vaccinerede har fået COVID-19 er forventelig med en effekt af vaccinen omkring 95%. Deltavarianten er den hyppigste variant der ses 
https://t.co/fDYAWaDS3u #covid19dk",[],2021-08-09 10:43:10
1579,J_Stensballe,"MD PhD Consultant Anesthetist & Transfusion Medicine. Doing Trauma, Bleeding, Clotting & Transfusion Medicine. Reach me stensballe@rh.dk @+45 27538687","Copenhagen, Denmark",529,1241,6198,7,"Fine resultater fra Norge. Over to uger er 92,9% af dem der fik påvist COVID-19 ikke fuldt vaccineret. At 7,1% vaccinerede har fået COVID-19 er forventelig med en effekt af vaccinen omkring 95%. Deltavarianten er den hyppigste variant der ses 
https://t.co/fDYAWaDS3u #covid19dk",[],2021-08-09 10:38:55
1580,PiotrTa1,"life has a flavour the sheltered Will never know!
MAGA - Danes for Trump.
Tweets in Dansk, Deutsch, English 
Ich würde AFD wählen
GETTR: PiotrTa1",,1641,1301,28403,5,"Tankevækkende 
#covid19dk #coronavirus #dkpol https://t.co/rGScUXUy29","['covid19dk', 'coronavirus', 'dkpol']",2021-08-09 10:25:35
1581,Kenneth04143833,Siu Nim Tao,Valhalla ,69,24,2646,53,#knudromer Rigtig mange ville nok have godt af at høre hvad der bliver sagt i dette klip. #covid19dk https://t.co/E21jerxz5h,"['knudromer', 'covid19dk']",2021-08-09 10:23:46
1582,PCollignon,Debatredaktør @berlingske,Copenhagen,882,5472,3182,0,"Stor fransk undersøgelse viser sammenhæng mellem vaccineskepsis og opbakning til alternativ medicin og økologi. En front af teknomodstand (udartende til fobi) tegner sig i Sydfrankrig. Det er også her, man går mest hærværk mod 5G-master https://t.co/kJfNpLqk0R #covid19 https://t.co/b2DKBbc23i",['covid19'],2021-08-09 10:20:04
1583,Flygirl052,"Jeg er den jeg er. At være en fri sjæl og en ensom ulv, det værdsætter jeg ❤️",,55,15,279,9,"Sådan ser det ud med mulige indberetninger af bivirkninger til coronavaccinerne i USA. - VAERS er et frivilligt elektronisk indberetningssystem, hvor alle kan indberette, så tallene er endnu ikke evalueret.
#stopdet #dkpol #dkmedier #sundpol #Covid19dk #coronadk #COVID19 https://t.co/EAzVYyEipf",[],2021-08-09 09:53:27
1584,VibeSAndersson,Cand.mag i Æstetik og Kultur samt Etnologi. Arbejder med udsatte børn. Folkeskolelærer.,"Sydhavn, Danmark",28,23,204,3,"En moralsk svigt😏
Rige lande vaccinerer millioner af 12-15-årige.
Mens millioner af over 60'erne og sundhedspersonale venter på 1. dosis i de mindre bemidlede og knapt så organiserede lande. #COVID19",[],2021-08-09 09:53:06
1585,hulledulle,,DK,1412,320,23646,6,"Carlsbergfonden, der via Carlsberg Group er medlem af @wef, finansierer også ‘HOPE – How Democracies Cope with Covid19: A Data-Driven Approach‘, herunder den i #dkmedier meget citerede professor @M_B_Petersen fra Institut for Statskundskab ved Aarhus Universitet. #dkpol",[],2021-08-09 09:18:58
1586,SSI_dk,Official Account for Statens Serum Institut. Research & news about health topics #sundhed #health & more. No councelling. We can't guarantee answer to tweets.,Denmark,298,15206,2281,0,"@thea_jepsen Kære Thea,
Du er indenfor målgruppen til spørgeskemaet. Den går fra september 2020 til juli 2021. Denne tidsramme har forskerne bag besluttet. Så det er helt korrekt, at du får tilsendt et spørgeskema.
Du kan læse mere her:
https://t.co/U2PUvPPOs8",[],2021-08-09 09:18:15
1587,sur_mann,"🖇 Fri-rummets tankespind -ofte i forargelsens tegn 🇩🇰 #ærlig #debat om alt, men nok mest #dkpol. Smiler dagligt. -Også til folk jeg møder på gaden😁","Hovedstaden, Danmark",250,189,5341,5,"Tankevækkende 
#covid19dk #coronavirus #dkpol https://t.co/rGScUXUy29","['covid19dk', 'coronavirus', 'dkpol']",2021-08-09 09:05:15
1588,sihos,#liberty #nogoverment #freemarkets #crypto #soundmoney #gold #silver  Sometimes you need to read between the lines.,Nation of Covid morrons (DK),205,132,3650,0,"Er der stadigvæk nogen som mener det her ikke er et globalt medicinsk eksperiment? De indrømmer de aner hvad de laver 🤦‍♂️

#dkpol #sundpol #COVID19dk #nokernok https://t.co/qWduSkc5sk","['dkpol', 'sundpol', 'COVID19dk', 'nokernok']",2021-08-09 09:01:51
1589,JohannesSkov,Chef for digitale fortællinger på @politiken og selverklæret (samfunds)nørd... jsa@pol.dk | +45 41 59 80 48,"Frederiksberg, Danmark",1424,870,2353,7,"Fine resultater fra Norge. Over to uger er 92,9% af dem der fik påvist COVID-19 ikke fuldt vaccineret. At 7,1% vaccinerede har fået COVID-19 er forventelig med en effekt af vaccinen omkring 95%. Deltavarianten er den hyppigste variant der ses 
https://t.co/fDYAWaDS3u #covid19dk",[],2021-08-09 08:59:58
1590,KThorborg,Professor of Orthopedic and Sports PT | #ucph | Research Lead @SORC_C | Board @DanskIdr | @DBUfodbold Medical com. | President @IntFSPT | Views are my own |,Amager-Hvidovre hospital,367,17241,28979,5,"Banebrydende engelsk studie viser at CPAP (maske med ilt og overtryk) mindsker risikoen for død og respiratorbehandling hos patienter indlagt med COVID-19. Bekræfter at vi gør det rigtige bl.a. på Hvidovre Hospital. #COVID19dk

https://t.co/bGLRuuP5JA",[],2021-08-09 08:49:29
1591,AmagerHvidovre,"Officiel Twitterprofil for Amager og Hvidovre Hospital, hvor vi bringer nyt om sundhed, forskning og aktiviteter fra hospitalet.",Region Hovedstaden,135,479,203,5,"Banebrydende engelsk studie viser at CPAP (maske med ilt og overtryk) mindsker risikoen for død og respiratorbehandling hos patienter indlagt med COVID-19. Bekræfter at vi gør det rigtige bl.a. på Hvidovre Hospital. #COVID19dk

https://t.co/bGLRuuP5JA",[],2021-08-09 08:49:07
1592,MirRou64,"Sarkastisk,håbefuld, filosoferende og indimellem realist - Interesse: Politik på flere niveauer, fronter men først og fremmest i nutid.  Hun/Hende She/Her",Syddanmark,1037,1503,343984,2,"Næh dog. Børn bli'r syge og dør af #DeltaVariant'en i Indien. Ingen reaktion. Den samme variant, overtager i Vesten og børn begynder at blive alvorligt syge.. *SurprisedPicachu.jpg* #dkpol #Covid19 https://t.co/r4TmRNH40W",['DeltaVariant'],2021-08-09 08:47:53
1593,HeidiRPetersen1,,,134,22,780,9,"Sådan ser det ud med mulige indberetninger af bivirkninger til coronavaccinerne i USA. - VAERS er et frivilligt elektronisk indberetningssystem, hvor alle kan indberette, så tallene er endnu ikke evalueret.
#stopdet #dkpol #dkmedier #sundpol #Covid19dk #coronadk #COVID19 https://t.co/EAzVYyEipf",[],2021-08-09 08:46:25
1594,LazarusLine,"Judaskrop, fingerbølliv. Det private er politisk! Forvent klassekamp her. ✊❤️🏳️‍🌈🌱🚩 #ElskeElse 🐶 Fossiler, hav, himle og træer.🌿🌳🌲 She/her.",,698,1322,45551,2,"Næh dog. Børn bli'r syge og dør af #DeltaVariant'en i Indien. Ingen reaktion. Den samme variant, overtager i Vesten og børn begynder at blive alvorligt syge.. *SurprisedPicachu.jpg* #dkpol #Covid19 https://t.co/r4TmRNH40W",['DeltaVariant'],2021-08-09 08:44:14
1595,RoHa4800,"ung mand.
37 somre.
Far til 2.

#kobjælde",Denmark,583,357,5523,9,"Sådan ser det ud med mulige indberetninger af bivirkninger til coronavaccinerne i USA. - VAERS er et frivilligt elektronisk indberetningssystem, hvor alle kan indberette, så tallene er endnu ikke evalueret.
#stopdet #dkpol #dkmedier #sundpol #Covid19dk #coronadk #COVID19 https://t.co/EAzVYyEipf",[],2021-08-09 08:43:30
1596,SorenSchifter,"Biopharma/Pharma investment, MD, DMSc","Frederiksberg, Denmark",404,3095,3777,9,"Sådan ser det ud med mulige indberetninger af bivirkninger til coronavaccinerne i USA. - VAERS er et frivilligt elektronisk indberetningssystem, hvor alle kan indberette, så tallene er endnu ikke evalueret.
#stopdet #dkpol #dkmedier #sundpol #Covid19dk #coronadk #COVID19 https://t.co/EAzVYyEipf","['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-09 08:43:09
1597,XRP1procent,I have been around the world and back ;o),,2634,886,14983,6,"Carlsbergfonden, der via Carlsberg Group er medlem af @wef, finansierer også ‘HOPE – How Democracies Cope with Covid19: A Data-Driven Approach‘, herunder den i #dkmedier meget citerede professor @M_B_Petersen fra Institut for Statskundskab ved Aarhus Universitet. #dkpol",[],2021-08-09 08:42:49
1598,LottePackert,,Danmark,104,49,585,30,"1/n. 
I det følgende betyder ""de"" regeringen, myndigheder og de der overvejende bruges som eksperter.

1: Hvorfor går de ud fra, at 100% er modtagelige for SARS-CoV-2, når den tilhører en virusfamilie?
 #stopdet #dkpol #dkmedier #sundpol #Covid19dk #coronadk #COVID19",[],2021-08-09 08:39:55
1599,Malvina64205987,,,0,0,1,0,https://t.co/kjlTPTbQO1 USA eksperimenterer med rådyr. USA var uden held med at dumpe Kina og ønskede at finde et skridt ned for at skjule fokus på Fort Detrick.#COVID19,['COVID19'],2021-08-09 08:36:19
1600,Julfred52,Nurse Wundexpertin Beutelschwester #Maskeauf #ZeroCovid #nazisraus #fckafd,,1716,370,17124,1,"Kreise nach Anstieg der 7T-Inzidenz z. Vortag:
SK #Kiel 75.8 (+12.6)
SK #Remscheid 30.5 (+9.8)
SK #Mönchengladbach 63.2 (+8.0)
SK #Wilhelmshaven 19.7 (+7.9)
LK #Altenkirchen 19.4 (+6.2)
LK #Freudenstadt 17.8 (+6.0)
SK #Hagen 44.5 (+5.8)
09.08.2021 @corona7tage #Corona #covid19","['Kiel', 'Remscheid', 'Mönchengladbach']",2021-08-09 08:34:03
1601,Stardus33495547,,,815,204,3709,30,"Coronpasset er formålsløst, hvis idéen er smittebegrænsning. - Men det er diskriminerende. - Vaccinerede med reinfektion smitter lige så meget som uvaccinerede.
https://t.co/XAt0zSvAbQ
#stopdet #dkpol #dkmedier #sundpol #Covid19dk #coronadk #COVID19",[],2021-08-09 08:21:34
1602,frank_limkilde,"Manden. Myten. Maskinen. Også kendt som Frank Oddset. Men lad være med at følge mine spilforslag, med mindre du har lyst til at gå fallit. 😀",Odense C Danmark,25,86,5068,0,"Nå. Er det noget nyt? De vacciner har jo virket fra dag ét. Og der har ikke været SKYGGEN af bivirkninger. 🤡 #ironikanforekomme #dkpol #COVIDIOTS #covid19dk #AntiVaxxersMatters Nu er det anden gang i år at ""klaphat"" er dagens ord. Vildt nok. https://t.co/YRU0IS4pNy https://t.co/wOo16LUEwy","['ironikanforekomme', 'dkpol', 'COVIDIOTS', 'covid19dk', 'AntiVaxxersMatters']",2021-08-09 08:16:34
1603,ealeorah,Warrior of light. Freedomlover💛✨💫. Common sense. Covid negative-even without testing #Kobjælde #stoptheshot,,2635,1591,27998,6,"Carlsbergfonden, der via Carlsberg Group er medlem af @wef, finansierer også ‘HOPE – How Democracies Cope with Covid19: A Data-Driven Approach‘, herunder den i #dkmedier meget citerede professor @M_B_Petersen fra Institut for Statskundskab ved Aarhus Universitet. #dkpol",[],2021-08-09 08:12:57
1604,Suzannebroegger,Author. Thinking why? Writing how. Singing as it is.,Denmark,318,8467,14265,2,Den globale #COVID19 vaccineudrulning blir stadig skævere. Det kommenterer jeg på i @politiken  - #EU forhaler stadig forhandl i WTO om midlertidig tilsidesætt af patenterne men stiller ingen krav til medicinalindustrien #PeoplesVaccine #VaccineForAll https://t.co/cW6uP9lzSg,"['COVID19', 'EU']",2021-08-09 08:12:33
1605,nbm_1981,IT Automation Consultant (MCAAA/MCSA/MCP). Likes logic. Father of 3. Against covid restrictions since June 2020. Private profile.,"København, Danmark",612,624,12429,6,"Carlsbergfonden, der via Carlsberg Group er medlem af @wef, finansierer også ‘HOPE – How Democracies Cope with Covid19: A Data-Driven Approach‘, herunder den i #dkmedier meget citerede professor @M_B_Petersen fra Institut for Statskundskab ved Aarhus Universitet. #dkpol","['dkmedier', 'dkpol']",2021-08-09 08:10:49
1606,AnetteLykke,"Kommunikationschef i @Drivkraftdk - Her mest om demokrati, ligestilling, kommunikation, klima, byen og musik.",Copenhagen,1855,792,8490,7,"Fine resultater fra Norge. Over to uger er 92,9% af dem der fik påvist COVID-19 ikke fuldt vaccineret. At 7,1% vaccinerede har fået COVID-19 er forventelig med en effekt af vaccinen omkring 95%. Deltavarianten er den hyppigste variant der ses 
https://t.co/fDYAWaDS3u #covid19dk",[],2021-08-09 08:00:19
1607,corona7tage,Ich bin ein Bot 🤖 Ich verfolge die 7-Tage-Inzidenz für COVID-19 und die Anzahl von Intensivfällen auf Landkreisebene. Erstellt von @darioarcosdiaz,,11,1318,1223,1,"Kreise nach Anstieg der 7T-Inzidenz z. Vortag:
SK #Kiel 75.8 (+12.6)
SK #Remscheid 30.5 (+9.8)
SK #Mönchengladbach 63.2 (+8.0)
SK #Wilhelmshaven 19.7 (+7.9)
LK #Altenkirchen 19.4 (+6.2)
LK #Freudenstadt 17.8 (+6.0)
SK #Hagen 44.5 (+5.8)
09.08.2021 @corona7tage #Corona #covid19","['Kiel', 'Remscheid', 'Mönchengladbach', 'Wilhelmshaven', 'Altenkirchen', 'Freudenstadt', 'Hagen', 'Corona', 'covid19']",2021-08-09 07:47:48
1608,HudaKadin,Önce İnsan Öncelik Adalet,"Manisa, Türkiye",84,61,1921,5,"1 Muharrem 1443
#muharram #COVID19 
@SabihaatesAlpat https://t.co/2uNZsyHKnk","['muharram', 'COVID19']",2021-08-09 07:46:15
1609,olhuveli1988,#Bitcoin Jydetrold ⚡️,,447,75,3407,0,"Mette fik chancen for at bide til Bavarian Nordics Covid 19 vaccine bolle. Valgte en hygge tur til Israel, brugte dyrbar tid på Some med makrelmadder, fodbold og OL. Nu er løbet kørt. Risikoen ved investeringen er med dagens resultater reduceret og prisen steget #dkpol #covid19dk","['dkpol', 'covid19dk']",2021-08-09 07:45:20
